document,dataset,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion,subcontextNum
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/co/DEF_1440.java,DEF,21.711233333333336,390.5840666666666,0.0,16840.0,1440.0,10042.0,6879.0,366.265325,369.75895,21.326775,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cp/DEF_1520.java,DEF,21.238466666666667,391.9545333333333,0.6187666666666667,19542.0,1520.0,11749.0,8337.0,419.179775,410.015375,22.2526875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cq/DEF_1600.java,DEF,22.892233333333333,459.7023,0.0,21217.0,1598.0,12642.0,8793.0,437.8731125,421.7930125,24.739425,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cr/DEF_1680.java,DEF,22.07783333333333,436.5659,0.0,21683.0,1679.0,12892.0,8977.0,463.3006375,463.1137375,25.7362625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cs/DEF_1760.java,DEF,19.539266666666666,351.9528,0.0,23087.0,1760.0,13585.0,9962.0,359.404025,343.49535000000003,19.0130375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ct/DEF_1840.java,DEF,18.2196,378.92963333333336,0.0,24785.0,1840.0,14651.0,10365.0,376.69515,383.8000625,18.0526875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cu/DEF_1920.java,DEF,15.164066666666665,395.62506666666667,0.0,25518.0,1920.0,15063.0,10771.0,394.8461625,375.845525,16.576787500000002,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cv/DEF_2000.java,DEF,18.194066666666668,413.11906666666664,0.33303333333333335,25719.0,2000.0,15216.0,10875.0,391.8189625,406.23913749999997,17.454462499999998,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/a/LOC_400.java,LOC,1.4878666666666664,13.1818,0.17096666666666668,905.0,65.0,566.0,399.0,14.303825,13.42335,2.2735,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/b/LOC_800.java,LOC,2.8398000000000003,31.5736,0.0,1952.0,127.0,1273.0,785.0,30.9477375,31.1474125,2.82225,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/c/LOC_1200.java,LOC,3.0156333333333336,40.419133333333335,0.0,2651.0,212.0,1461.0,1199.0,40.0294875,36.6234625,3.1338,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/d/LOC_1600.java,LOC,3.9348666666666667,78.67603333333334,0.0,5021.0,340.0,3095.0,1575.0,81.94976249999999,81.8123875,4.0004625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/e/LOC_2000.java,LOC,4.844633333333333,72.3601,0.0,4296.0,378.0,2480.0,1996.0,66.0077125,65.153475,4.341525,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/f/LOC_2400.java,LOC,5.541,110.96826666666668,0.0,7610.0,572.0,4141.0,2397.0,116.8881125,110.1683625,5.9689,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/g/LOC_2800.java,LOC,6.171966666666666,117.95246666666667,0.0,8277.0,713.0,4503.0,2793.0,121.6090375,116.11855,6.707325,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/h/LOC_3200.java,LOC,6.8087333333333335,87.98456666666668,0.0,5703.0,488.0,3325.0,3197.0,89.186775,81.7523,6.7016625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/i/LOC_3600.java,LOC,7.377566666666667,99.55263333333335,0.0,6910.0,572.0,4017.0,3597.0,103.42015,98.5083375,7.703025,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/j/LOC_4000.java,LOC,7.677900000000001,112.96263333333333,0.3330666666666667,7599.0,646.0,4518.0,3995.0,116.6338875,114.5995375,7.99545,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/k/LOC_4400.java,LOC,7.932199999999999,133.21753333333334,0.0,8941.0,753.0,5255.0,4364.0,135.3746875,133.0212875,8.7446375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/l/LOC_4800.java,LOC,11.3119,174.3349333333333,0.0,10925.0,848.0,6447.0,4797.0,169.1206125,164.9752,8.7832375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/m/LOC_5200.java,LOC,8.681166666666668,180.655,0.0,12461.0,927.0,7359.0,5195.0,189.837625,186.2362625,9.19715,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/n/LOC_5600.java,LOC,9.907433333333334,212.38016666666667,0.0,13864.0,1028.0,8241.0,5596.0,211.50975,210.457875,9.626025,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/o/LOC_6000.java,LOC,10.859266666666668,216.53636666666668,0.0,14282.0,1078.0,8517.0,5995.0,228.6308875,215.7766,10.895175,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/p/LOC_6400.java,LOC,13.200000000000001,227.77133333333333,0.9193000000000001,15630.0,1187.0,9257.0,6367.0,238.779475,258.6233625,13.3836375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/q/LOC_6800.java,LOC,14.131133333333333,286.8134333333333,0.0,16672.0,1429.0,9955.0,6795.0,267.50606666666664,0.0,0.0,0.0
