document,dataset,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion,subcontextNum
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ch/DEF_880.java,DEF,8.167766666666667,188.23170000000002,0.0,10191.0,801.0,6163.0,3998.0,183.0457875,170.795925,7.94145,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ci/DEF_960.java,DEF,8.7404,182.81286666666665,0.0,10683.0,972.0,6542.0,4455.0,186.63752499999998,181.3773,8.9431,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cj/DEF_1040.java,DEF,11.2129,248.558,0.0,13748.0,1054.0,8181.0,6145.0,233.2942375,236.3067625,12.430837499999999,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ck/DEF_1120.java,DEF,10.161466666666668,183.83833333333334,0.33303333333333335,10357.0,1112.0,6226.0,5509.0,177.4198125,173.9093375,10.0443375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cl/DEF_1200.java,DEF,10.4739,303.5263,0.0,16970.0,1208.0,10400.0,7123.0,288.1559625,275.020875,12.100625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cm/DEF_1280.java,DEF,10.190800000000001,286.75103333333334,0.0,16966.0,1293.0,9973.0,6770.0,286.8542125,272.961475,11.6927875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cn/DEF_1360.java,DEF,11.495533333333334,294.7916666666667,0.0,17773.0,1357.0,10524.0,7786.0,299.17539999999997,289.59945,14.0141125,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/co/DEF_1440.java,DEF,12.135566666666668,318.9201,0.0,19762.0,1442.0,11974.0,8148.0,337.0055125,323.68115,13.80625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cp/DEF_1520.java,DEF,13.898233333333332,268.68263333333334,0.0,16055.0,1520.0,9231.0,8040.0,261.986425,262.4054375,13.84895,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cq/DEF_1600.java,DEF,12.414933333333332,227.35410000000002,0.0,14020.0,1630.0,8152.0,8129.0,223.7434125,228.58185,13.4587625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cr/DEF_1680.java,DEF,12.818166666666665,370.65336666666667,0.0,22064.0,1718.0,13012.0,9158.0,379.3915625,353.50725,15.3368,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cs/DEF_1760.java,DEF,12.946066666666667,393.90450000000004,0.0,22058.0,1771.0,13353.0,8763.0,375.04415,368.710175,14.0591,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ct/DEF_1840.java,DEF,13.862666666666668,325.2407666666667,0.0,20170.0,1835.0,11815.0,9536.0,332.6943875,346.225925,17.0808,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cu/DEF_1920.java,DEF,22.973033333333333,651.8663,0.0,26431.0,1917.0,16272.0,10774.0,667.5291374999999,690.010575,23.9733875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cv/DEF_2000.java,DEF,22.838733333333334,655.4948,0.0,26702.0,1990.0,15892.0,10881.0,681.256625,660.8016749999999,21.22585,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/a/LOC_400.java,LOC,2.3359,15.0869,0.0,569.0,60.0,347.0,357.0,14.482375,15.6156625,2.1311999999999998,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/b/LOC_800.java,LOC,2.4089666666666667,51.423566666666666,0.33413333333333334,2140.0,128.0,1281.0,898.0,55.5985,52.414387500000004,2.950675,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/c/LOC_1200.java,LOC,3.838033333333333,52.50443333333334,0.0,2121.0,214.0,1251.0,1158.0,55.5193625,57.2977125,4.1671,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/d/LOC_1600.java,LOC,4.2208,119.44403333333332,0.0,4455.0,357.0,2871.0,1664.0,120.903825,117.3347125,5.261975,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/e/LOC_2000.java,LOC,4.556066666666667,103.52196666666667,0.0,4240.0,386.0,2539.0,1914.0,105.0973875,100.9256375,5.4750125,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/f/LOC_2400.java,LOC,6.877466666666667,132.71323333333333,0.0,5341.0,555.0,3191.0,2496.0,133.8625375,133.4291625,7.1459624999999996,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/g/LOC_2800.java,LOC,8.016733333333333,139.12273333333334,0.33226666666666665,5466.0,481.0,3406.0,2790.0,146.5967375,140.30598750000001,9.43885,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/i/LOC_3600.java,LOC,6.670966666666666,178.77916666666667,0.0,7460.0,530.0,4697.0,3039.0,190.2093125,181.708875,7.134025,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/j/LOC_4000.java,LOC,8.847266666666668,190.13876666666667,0.0,7943.0,671.0,4670.0,3941.0,188.86486250000002,193.80565,8.5700625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/k/LOC_4400.java,LOC,10.366433333333333,267.41693333333336,0.0,10093.0,751.0,6413.0,4581.0,264.76347499999997,265.34765,9.710962499999999,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/l/LOC_4800.java,LOC,11.015500000000001,308.4406666666667,0.0,12940.0,1044.0,7245.0,4742.0,323.3279875,299.7580875,11.7908875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/m/LOC_5200.java,LOC,13.2149,326.26296666666667,0.0,13704.0,1126.0,7647.0,5355.0,339.5963,336.209325,14.5626875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/n/LOC_5600.java,LOC,11.290233333333333,309.9158,0.0,13288.0,1055.0,7421.0,5521.0,320.635025,311.482225,12.3724125,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/o/LOC_6000.java,LOC,10.854999999999999,295.81643333333335,0.6662333333333333,12867.0,1029.0,7473.0,5729.0,312.4625375,316.783025,12.260887499999999,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/p/LOC_6400.java,LOC,12.141566666666668,392.85633333333334,0.0,16291.0,1345.0,9134.0,6556.0,388.4110375,396.0377125,16.5744625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/q/LOC_6800.java,LOC,14.2831,391.0019333333333,0.0,16550.0,1273.0,9795.0,6621.0,404.7225625,397.320575,11.7643875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/r/LOC_7200.java,LOC,14.753666666666666,373.0761,0.0,16196.0,1210.0,9814.0,7138.0,392.217075,397.2912375,16.9773375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/s/LOC_7600.java,LOC,14.386566666666667,382.5640333333333,0.0,15974.0,1327.0,9328.0,7671.0,390.63075,402.52013750000003,16.4568,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/t/LOC_8000.java,LOC,16.474033333333335,475.5126333333333,0.0,20068.0,1516.0,11480.0,7647.0,502.64525000000003,465.4840125,16.81695,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/u/LOC_8400.java,LOC,17.200033333333334,343.8242666666667,0.0,18013.0,1558.0,10217.0,8398.0,302.0905125,293.9428125,14.812525,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/v/LOC_8800.java,LOC,13.730166666666667,363.17830000000004,0.0,20554.0,1707.0,11833.0,8773.0,337.9225375,338.9439375,15.4607,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/w/LOC_9200.java,LOC,11.7353,429.7894666666666,0.0,26494.0,2073.0,14390.0,9151.0,421.5068,458.472175,17.0812625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/x/LOC_9600.java,LOC,23.27603333333333,440.93786666666665,0.0,21325.0,1650.0,12769.0,9625.0,438.586375,423.3625,18.72745,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/y/LOC_10000.java,LOC,15.597266666666668,443.4866333333334,0.0,25031.0,1918.0,14638.0,9965.0,460.341325,421.42715,19.1814875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aa/NOD_2000.java,NOD,2.7096999999999998,38.35606666666666,0.0,2446.0,209.0,1443.0,942.0,40.21665,38.6208,2.7372625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ab/NOD_3000.java,NOD,2.2680333333333333,50.83486666666666,0.0,2898.0,222.0,1680.0,890.0,50.92365,51.74205,2.0606875000000002,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ac/NOD_4000.java,NOD,4.0102,70.30763333333333,0.0,4239.0,368.0,2447.0,1902.0,76.899325,71.4727,4.3282125,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ad/NOD_5000.java,NOD,7.700066666666667,104.03026666666666,0.0,5446.0,432.0,3191.0,2834.0,95.3303875,87.748175,6.354025,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ae/NOD_6000.java,NOD,4.5089,97.05306666666667,0.0,6013.0,489.0,3498.0,2543.0,103.3623375,101.225925,4.8142875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/af/NOD_7000.java,NOD,6.438266666666666,114.28983333333333,0.0,6931.0,637.0,4199.0,3445.0,115.8016625,120.948575,7.272425,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ag/NOD_8000.java,NOD,5.6671000000000005,133.01266666666666,0.0,8315.0,677.0,5186.0,3713.0,155.1503375,163.70929999999998,6.334925,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ah/NOD_9000.java,NOD,10.1763,208.85573333333332,0.0,9179.0,657.0,5760.0,3985.0,160.264875,145.9572625,6.8188875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ai/NOD_10000.java,NOD,8.747133333333332,164.50366666666665,0.0,10394.0,1115.0,6237.0,4975.0,167.88035,167.658725,10.0290375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aj/NOD_11000.java,NOD,10.516866666666667,175.26993333333334,0.0,11091.0,843.0,6700.0,4368.0,186.9773625,177.4603625,7.626175,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ak/NOD_12000.java,NOD,11.490066666666666,206.40263333333334,0.0,12460.0,921.0,7564.0,5357.0,201.23705,195.1585375,9.1509,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/al/NOD_13000.java,NOD,8.636000000000001,217.7957,0.0,12953.0,965.0,8051.0,4395.0,223.524375,221.4394375,9.3162875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/am/NOD_14000.java,NOD,8.515066666666668,238.82723333333334,0.0,14305.0,1121.0,8191.0,5310.0,231.4365125,231.0916125,9.3985375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/an/NOD_15000.java,NOD,9.948766666666666,247.18786666666665,0.0,15217.0,1199.0,9087.0,6528.0,251.696625,240.54165,11.241362500000001,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ao/NOD_16000.java,NOD,11.150066666666667,274.00393333333335,0.0,16340.0,1254.0,10007.0,6670.0,283.655,266.896275,11.528974999999999,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ap/NOD_17000.java,NOD,11.523766666666667,269.77833333333336,0.0,16882.0,1327.0,10193.0,7247.0,276.55905,264.7893875,12.445075,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aq/NOD_18000.java,NOD,12.437899999999999,283.4028333333334,0.0,18076.0,1366.0,10586.0,8389.0,287.5997,289.0386375,14.2637125,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ar/NOD_19000.java,NOD,15.5343,309.9897,0.0,19177.0,1484.0,11256.0,8856.0,302.1361625,306.69926250000003,15.2772875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/as/NOD_20000.java,NOD,16.477733333333333,332.6392333333333,0.0,19795.0,1455.0,11963.0,7484.0,328.99565,325.4228375,13.70475,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/at/NOD_21000.java,NOD,15.2022,325.37243333333333,0.0,20741.0,1580.0,12212.0,9199.0,412.1560125,470.2465125,22.18895,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/au/NOD_22000.java,NOD,18.779966666666667,546.2316,0.33246666666666663,21988.0,1684.0,13538.0,8534.0,530.0451375,500.6616625,21.518875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/av/NOD_23000.java,NOD,21.94796666666667,552.4920999999999,0.0,22793.0,1789.0,13191.0,9123.0,534.5108250000001,531.73305,20.504325,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aw/NOD_24000.java,NOD,25.375366666666665,590.3467333333333,0.3329666666666667,24456.0,1761.0,15389.0,9873.0,587.175725,565.3908875,20.727,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ax/NOD_25000.java,NOD,23.142366666666664,623.0420333333333,0.0,25428.0,2015.0,15213.0,10437.0,608.0805375,620.816425,24.087587499999998,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/z/NOD_1000.java,NOD,2.6984333333333335,21.414833333333334,0.0,827.0,90.0,432.0,527.0,21.848,19.8345125,2.9323625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/ay/OCC_600.java,OCC,1.9612999999999998,16.754733333333334,0.0,605.0,47.0,471.0,321.0,15.3750875,18.533975,1.9421,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/az/OCC_1200.java,OCC,3.1787666666666667,49.697333333333326,0.0,2490.0,135.0,1172.0,975.0,51.8108625,51.65455,2.5665999999999998,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/ba/OCC_1800.java,OCC,3.9748666666666668,71.75333333333333,0.0,3159.0,207.0,1805.0,1484.0,71.4113875,75.917625,4.027075,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bb/OCC_2400.java,OCC,4.5147,94.0161,0.0,4179.0,345.0,2636.0,2013.0,102.342725,92.21285,4.834025,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bc/OCC_3000.java,OCC,5.0003,120.9844,0.0,5397.0,430.0,2997.0,2280.0,117.86948749999999,122.00365000000001,6.252275,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bd/OCC_3600.java,OCC,10.399433333333333,138.09576666666666,0.0,5926.0,507.0,3458.0,3303.0,133.0318125,140.0107125,10.54845,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/be/OCC_4200.java,OCC,6.853533333333334,177.83270000000002,0.0,6833.0,509.0,4373.0,3044.0,175.149675,165.83993750000002,8.213375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bf/OCC_4800.java,OCC,6.8685,158.1301,0.0,7237.0,603.0,4664.0,3046.0,171.6769625,168.74465,5.856574999999999,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bg/OCC_5400.java,OCC,6.889399999999999,207.0850333333333,0.0,8827.0,642.0,5423.0,3388.0,215.5251625,219.54512499999998,10.423075,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bh/OCC_6000.java,OCC,9.8567,229.47076666666666,0.6435333333333334,9485.0,678.0,5863.0,3768.0,218.9960875,222.539125,10.1602,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bi/OCC_6600.java,OCC,11.785400000000001,271.1749,0.0,11466.0,937.0,6706.0,5267.0,291.8445875,268.8635875,13.6889625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bj/OCC_7200.java,OCC,15.810233333333334,294.4918333333333,0.0,11644.0,901.0,7075.0,5060.0,288.8769125,273.8459375,11.9046875,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bk/OCC_7800.java,OCC,11.875966666666669,318.6013666666667,0.0,12752.0,965.0,7984.0,4938.0,330.78065,330.1380875,12.0690625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bl/OCC_8400.java,OCC,17.051133333333336,321.6676333333333,0.0,13650.0,1105.0,8281.0,6807.0,323.4694375,326.1957875,16.6693,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bm/OCC_9000.java,OCC,12.422866666666666,372.01416666666665,0.0,14350.0,1130.0,8954.0,5535.0,358.20015,352.8118,13.532,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bn/OCC_9600.java,OCC,22.268433333333334,369.42946666666666,0.0,15901.0,1234.0,9488.0,7294.0,349.2976875,387.86312499999997,18.3478125,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bo/OCC_10200.java,OCC,22.787966666666666,413.99126666666666,0.0,17203.0,1298.0,10313.0,7396.0,431.962,421.1953875,19.845175,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bp/OCC_10800.java,OCC,20.143800000000002,405.6629,0.0,17915.0,1289.0,10911.0,7517.0,429.07785,426.3742625,19.173625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bq/OCC_11400.java,OCC,19.610966666666666,462.5542666666667,0.0,19305.0,1372.0,11266.0,7786.0,460.4109875,449.1623875,17.498475,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/br/OCC_12000.java,OCC,15.112900000000002,335.5806333333333,0.0,20878.0,1675.0,12271.0,9600.0,317.128675,314.1406875,17.2470625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bs/OCC_12600.java,OCC,15.3635,328.6004666666667,0.0,21311.0,1828.0,12833.0,9504.0,332.92256249999997,337.0419375,18.3003625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bt/OCC_13200.java,OCC,16.3456,333.98356666666666,0.0,21030.0,1741.0,13032.0,8728.0,333.1838,325.908225,14.6465375,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bu/OCC_13800.java,OCC,17.539566666666666,343.8602333333333,0.0,22981.0,1762.0,13835.0,9463.0,342.6163625,335.684925,16.3456625,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bv/OCC_14400.java,OCC,17.443566666666666,333.1211666666667,0.0,23965.0,1827.0,14643.0,9936.0,347.7527375,343.241075,16.0431,0.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bw/OCC_15000.java,OCC,19.4567,346.8534333333334,0.0,25215.0,1920.0,15159.0,11461.0,354.4457375,345.8979875,19.653475,0.0
