document,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ck/DEF_1120.java,83.0,202.0,0.0,15466.0,1119.0,8980.0,6073.0,275.5,188.0,42.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cl/DEF_1200.java,99.0,192.0,0.0,15755.0,1200.0,9328.0,6470.0,245.5,217.5,31.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cm/DEF_1280.java,115.0,231.0,0.0,16541.0,1280.0,9724.0,7011.0,268.5,214.5,31.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cn/DEF_1360.java,113.0,203.0,1.0,14345.0,1360.0,8308.0,7093.0,199.5,175.5,33.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/co/DEF_1440.java,91.0,204.0,0.0,16840.0,1440.0,10042.0,6879.0,239.0,220.0,36.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cp/DEF_1520.java,71.0,223.0,0.0,19542.0,1520.0,11749.0,8337.0,277.5,243.0,41.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cq/DEF_1600.java,109.0,232.0,0.0,21217.0,1598.0,12642.0,8793.0,294.5,256.0,29.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cr/DEF_1680.java,98.0,279.0,0.0,21683.0,1679.0,12892.0,8977.0,302.0,258.5,28.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cs/DEF_1760.java,76.0,263.0,0.0,23087.0,1760.0,13585.0,9962.0,296.0,275.0,30.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/ct/DEF_1840.java,64.0,278.0,0.0,24785.0,1840.0,14651.0,10365.0,314.0,292.5,37.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cu/DEF_1920.java,70.0,296.0,0.0,25518.0,1920.0,15063.0,10771.0,321.5,304.0,35.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/DEF/cv/DEF_2000.java,78.0,311.0,1.0,25719.0,2000.0,15216.0,10875.0,348.0,317.5,43.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/a/LOC_400.java,24.0,9.0,0.0,905.0,65.0,566.0,399.0,15.0,9.5,7.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/b/LOC_800.java,22.0,24.0,0.0,1952.0,127.0,1273.0,785.0,32.0,24.5,11.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/c/LOC_1200.java,79.0,44.0,0.0,2651.0,212.0,1461.0,1199.0,41.5,28.0,10.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/d/LOC_1600.java,54.0,60.0,0.0,5021.0,340.0,3095.0,1575.0,71.5,60.5,17.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/e/LOC_2000.java,31.0,48.0,0.0,4296.0,378.0,2480.0,1996.0,68.0,47.5,18.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/f/LOC_2400.java,48.0,113.0,0.0,7610.0,572.0,4141.0,2397.0,114.0,95.5,25.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/g/LOC_2800.java,61.0,104.0,1.0,8277.0,713.0,4503.0,2793.0,112.5,90.0,20.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/h/LOC_3200.java,35.0,61.0,0.0,5703.0,488.0,3325.0,3197.0,83.0,63.5,22.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/i/LOC_3600.java,42.0,74.0,0.0,6910.0,572.0,4017.0,3597.0,100.0,79.0,23.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/j/LOC_4000.java,45.0,94.0,0.0,7599.0,646.0,4518.0,3995.0,107.0,95.5,24.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/k/LOC_4400.java,46.0,108.0,0.0,8941.0,753.0,5255.0,4364.0,142.5,113.0,22.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/l/LOC_4800.java,46.0,140.0,0.0,10925.0,848.0,6447.0,4797.0,138.5,130.0,20.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/m/LOC_5200.java,62.0,142.0,0.0,12461.0,927.0,7359.0,5195.0,197.5,161.0,25.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/n/LOC_5600.java,54.0,184.0,0.0,13864.0,1028.0,8241.0,5596.0,182.0,160.0,30.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/o/LOC_6000.java,55.0,169.0,0.0,14282.0,1078.0,8517.0,5995.0,194.0,172.5,24.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/p/LOC_6400.java,58.0,201.0,0.0,15630.0,1187.0,9257.0,6367.0,205.0,181.0,27.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/q/LOC_6800.java,55.0,209.0,0.0,16672.0,1429.0,9955.0,6795.0,242.5,219.5,27.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/r/LOC_7200.java,62.0,215.0,0.0,16936.0,1316.0,9950.0,7194.0,237.5,246.0,28.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/s/LOC_7600.java,68.0,254.0,1.0,20314.0,1516.0,11625.0,7595.0,272.5,230.5,25.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/t/LOC_8000.java,70.0,228.0,0.0,19117.0,1475.0,11498.0,7969.0,254.5,221.0,60.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/u/LOC_8400.java,71.0,216.0,0.0,18250.0,1417.0,10752.0,8395.0,263.5,210.5,29.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/v/LOC_8800.java,64.0,233.0,0.0,18857.0,1488.0,11080.0,8790.0,273.5,215.0,29.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/w/LOC_9200.java,68.0,235.0,0.0,20405.0,1525.0,11724.0,9190.0,280.5,243.5,29.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/x/LOC_9600.java,110.0,251.0,1.0,21419.0,1682.0,12639.0,9592.0,286.5,245.5,34.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/LOC/y/LOC_10000.java,71.0,300.0,0.0,23629.0,1792.0,13931.0,9995.0,340.5,278.0,26.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aa/NOD_2000.java,18.0,23.0,0.0,1992.0,168.0,1246.0,899.0,31.0,23.0,9.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ab/NOD_3000.java,28.0,36.0,0.0,2987.0,241.0,1828.0,1081.0,44.5,42.0,11.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ac/NOD_4000.java,46.0,53.0,0.0,3988.0,348.0,2539.0,1569.0,64.0,53.0,17.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ad/NOD_5000.java,36.0,83.0,0.0,4986.0,405.0,3240.0,1805.0,74.0,64.0,16.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ae/NOD_6000.java,36.0,63.0,0.0,5986.0,522.0,3420.0,3358.0,78.0,63.0,19.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/af/NOD_7000.java,35.0,79.0,0.0,6991.0,580.0,4328.0,2979.0,101.0,83.0,17.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ag/NOD_8000.java,71.0,95.0,0.0,7987.0,584.0,5019.0,3319.0,113.5,94.5,19.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ah/NOD_9000.java,44.0,104.0,0.0,8987.0,658.0,5603.0,3640.0,139.0,106.0,19.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ai/NOD_10000.java,67.0,109.0,0.0,9985.0,672.0,5885.0,4087.0,135.5,108.5,22.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aj/NOD_11000.java,46.0,124.0,0.0,10991.0,875.0,6452.0,4923.0,153.5,129.0,22.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ak/NOD_12000.java,44.0,133.0,0.0,11991.0,932.0,7024.0,5106.0,175.5,146.0,25.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/al/NOD_13000.java,71.0,145.0,0.0,12992.0,967.0,7662.0,5486.0,179.5,193.5,25.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/am/NOD_14000.java,52.0,168.0,0.0,13991.0,1080.0,8260.0,6002.0,185.5,165.5,24.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/an/NOD_15000.java,99.0,219.0,0.0,14986.0,1130.0,8761.0,6390.0,207.5,177.5,24.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ao/NOD_16000.java,61.0,192.0,0.0,15984.0,1213.0,9648.0,6911.0,231.5,206.5,27.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ap/NOD_17000.java,59.0,215.0,0.0,16985.0,1284.0,10330.0,6774.0,263.5,240.5,27.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aq/NOD_18000.java,64.0,237.0,0.0,17985.0,1401.0,10598.0,8279.0,264.0,253.5,29.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ar/NOD_19000.java,74.0,240.0,0.0,18981.0,1466.0,11148.0,8619.0,238.5,225.5,28.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/as/NOD_20000.java,126.0,227.0,0.0,19985.0,1469.0,12128.0,8300.0,290.0,231.0,27.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/at/NOD_21000.java,83.0,259.0,0.0,20982.0,1541.0,12666.0,8755.0,290.0,237.0,38.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/au/NOD_22000.java,152.0,294.0,0.0,21979.0,1543.0,13238.0,8618.0,300.5,265.0,24.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/av/NOD_23000.java,105.0,268.0,0.0,22986.0,1748.0,13534.0,9866.0,292.0,273.0,54.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/aw/NOD_24000.java,90.0,297.0,0.0,23983.0,1804.0,14119.0,10035.0,312.0,302.0,49.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/ax/NOD_25000.java,127.0,292.0,1.0,24969.0,1858.0,14793.0,10448.0,328.0,319.0,27.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/NOD/z/NOD_1000.java,12.0,12.0,0.0,986.0,76.0,550.0,294.0,15.5,10.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/ay/OCC_600.java,14.0,12.0,0.0,948.0,70.0,596.0,427.0,16.5,10.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/az/OCC_1200.java,20.0,23.0,0.0,2518.0,140.0,1190.0,1040.0,30.0,23.0,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/ba/OCC_1800.java,24.0,36.0,1.0,2940.0,232.0,1792.0,1044.0,48.0,37.5,9.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bb/OCC_2400.java,28.0,45.0,0.0,3752.0,306.0,2389.0,1842.0,73.0,50.0,21.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bc/OCC_3000.java,40.0,59.0,0.0,4584.0,356.0,2992.0,1577.0,86.5,63.0,18.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bd/OCC_3600.java,37.0,69.0,1.0,6114.0,525.0,3592.0,3244.0,89.5,72.0,21.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/be/OCC_4200.java,54.0,86.0,0.0,7860.0,602.0,4188.0,2628.0,176.5,82.5,27.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bf/OCC_4800.java,41.0,121.0,0.0,7651.0,546.0,4792.0,3188.0,121.0,95.0,19.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bg/OCC_5400.java,42.0,105.0,0.0,8603.0,635.0,5392.0,3654.0,123.5,97.5,21.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bh/OCC_6000.java,41.0,136.0,0.0,9436.0,662.0,5985.0,3888.0,136.0,129.5,20.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bi/OCC_6600.java,42.0,143.0,0.0,11244.0,886.0,6590.0,4921.0,153.0,141.0,20.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bj/OCC_7200.java,45.0,161.0,1.0,12251.0,947.0,7186.0,5332.0,188.5,144.0,19.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bk/OCC_7800.java,97.0,158.0,0.0,13232.0,1008.0,7792.0,5662.0,175.5,150.5,21.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bl/OCC_8400.java,64.0,199.0,0.0,14263.0,1044.0,8387.0,5677.0,206.0,183.5,24.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bm/OCC_9000.java,52.0,169.0,0.0,15479.0,1122.0,8987.0,6122.0,219.0,219.0,22.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bn/OCC_9600.java,59.0,182.0,0.0,15890.0,1209.0,9587.0,6877.0,224.0,199.0,23.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bo/OCC_10200.java,68.0,200.0,0.0,16741.0,1260.0,10186.0,6640.0,245.5,200.0,33.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bp/OCC_10800.java,79.0,246.0,0.0,18333.0,1422.0,10787.0,8440.0,236.0,245.0,30.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bq/OCC_11400.java,127.0,243.0,0.0,19968.0,1489.0,11386.0,7598.0,274.5,254.5,25.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/br/OCC_12000.java,99.0,264.0,0.0,19788.0,1449.0,11987.0,8222.0,288.5,258.5,29.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bs/OCC_12600.java,135.0,341.0,0.0,20912.0,1551.0,12584.0,8770.0,304.0,276.0,29.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bt/OCC_13200.java,72.0,305.0,0.0,21525.0,1552.0,13182.0,8831.0,303.0,286.5,38.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bu/OCC_13800.java,123.0,303.0,0.0,23383.0,1792.0,13786.0,10047.0,337.0,312.0,39.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bv/OCC_14400.java,109.0,303.0,0.0,24427.0,1878.0,14383.0,10469.0,375.0,381.5,45.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java-language-server2/outputDir/OCC/bw/OCC_15000.java,89.0,406.0,0.0,25284.0,1871.0,14982.0,10525.0,387.0,326.5,35.5

